实体1,实体2,关系
LDA的共轭分布解释下?,以多项式分布狄利克雷分布为例，我们的多项式分布θ先验分布π(θ)，及加了多项式分布的样本信息x后的后验分布π(θ/x)都满足狄利克雷分布，则称狄利克雷分布为LDA场景下多项式分布的共轭分布,question2answer
PLSA和LDA的区别?,LDA是加了狄利克雷先验的PLSA,question2answer
PLSA和LDA的区别?,PLSA的p(z/d)和p(w/z)都是直接EM估计的，而LDA都是通过狄利克雷给出的多项式分布参数估计出来的,question2answer
PLSA和LDA的区别?,LDA是贝叶斯思想，PLSA是MLE,question2answer
怎么确定LDA的topic个数,对文档d属于哪个topic有多不确定，这个不确定程度就是Perplexity,question2answer
怎么确定LDA的topic个数,多次尝试，调优perplexitytopicnumber曲线,question2answer
怎么确定LDA的topic个数,困惑度越小，越容易过拟合,question2answer
怎么确定LDA的topic个数,某个词属于某个主题的困惑度：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g9b7zjns8uj305i012jr7.jpg)，某个文章的困惑度即为词的连乘：![](https://tva1.sinaimg.cn/large/006y8mN6gy1g9b83z3d22j304q01dweb.jpg),question2answer
LDA和Word2Vec区别？LDA和Doc2Vec区别？,LDA比较是doc，word2vec是词,question2answer
LDA和Word2Vec区别？LDA和Doc2Vec区别？,LDA是生成的每篇文章对k个主题对概率分布，Word2Vec生成的是每个词的特征表示,question2answer
LDA和Word2Vec区别？LDA和Doc2Vec区别？,LDA的文章之间的联系是主题，Word2Vec的词之间的联系是词本身的信息,question2answer
LDA和Word2Vec区别？LDA和Doc2Vec区别？,LDA依赖的是doc和word共现得到的结果，Word2Vec依赖的是文本上下文得到的结果,question2answer
LDA算法里面Dirichlet分布的两个参数alpha和beta怎样确定？trick?,通常alpha为1/k，k为类别数，beta一般为0.01,question2answer
LDA算法里面Dirichlet分布的两个参数alpha和beta怎样确定？trick?,alpha越小，文档属于某一个主题的概率很大，接近于1，属于其他主题的概率就很小，文章的主题比较明确,question2answer
LDA算法里面Dirichlet分布的两个参数alpha和beta怎样确定？trick?,beta同理，但是一般不会刻意去改beta，主要是压缩alpha到一定小的程度,question2answer
LDA算法里面Dirichlet分布的两个参数alpha和beta怎样确定？trick?,chucksize大一些更新的过程比较平稳，收敛更加平稳,question2answer
LDA算法里面Dirichlet分布的两个参数alpha和beta怎样确定？trick?,迭代次数一般不超过2000次，200万doc大约在2300次收敛,question2answer
从隐藏层到输出的Softmax层的计算有哪些方法？,层次softmax,question2answer
从隐藏层到输出的Softmax层的计算有哪些方法？,负采样,question2answer
层次softmax流程？,构造HuffmanTree,question2answer
层次softmax流程？,最大化对数似然函数,question2answer
层次softmax流程？,![](https://tva1.sinaimg.cn/large/006y8mN6gy1g9adl5ex45j305g00qmwz.jpg),question2answer
层次softmax流程？,输入层：是上下文的词语的词向量,question2answer
层次softmax流程？,投影层：对其求和，所谓求和，就是简单的向量加法,question2answer
层次softmax流程？,输出层：输出最可能的word,question2answer
层次softmax流程？,沿着哈夫曼树找到对应词，每一次节点选择就是一次logistics选择过程，连乘即为似然函数,question2answer
层次softmax流程？,对每层每个变量求偏导，参考sgd,question2answer
负采样流程？,统计每个词出现对概率，丢弃词频过低对词,question2answer
负采样流程？,每次选择softmax的负样本的时候，从丢弃之后的词库里选择（选择是需要参考出现概率的）,question2answer
负采样流程？,负采样的核心思想是：利用负采样后的输出分布来模拟真实的输出分布,question2answer
word2vec两种方法各自的优势?,**Mikolov的原论文，Skipgram在处理少量数据时效果很好，可以很好地表示低频单词。而CBOW的学习速度更快，对高频单词有更好的表示**,question2answer
word2vec两种方法各自的优势?,"Skipgram的时间复杂度是o(kv),CBOW的时间复杂度o(v)",question2answer
怎么衡量学到的embedding的好坏?,从item2vec得到的词向量中随机抽出一部分进行人工判别可靠性。即人工判断各维度item与标签item的相关程度，判断是否合理，序列是否相关,question2answer
怎么衡量学到的embedding的好坏?,对item2vec得到的词向量进行聚类或者可视化,question2answer
word2vec和glove区别？,word2vec是基于邻近词共现，glove是基于全文共现,question2answer
word2vec和glove区别？,word2vec利用了负采样或者层次softmax加速，相对更快,question2answer
word2vec和glove区别？,glove用了全局共现矩阵，更占内存资源,question2answer
word2vec和glove区别？,word2vec是“predictive”的模型，而GloVe是“countbased”的模型,question2answer
你觉得word2vec有哪些问题？,没考虑词序,question2answer
你觉得word2vec有哪些问题？,对于中文依赖分词结果的好坏,question2answer
你觉得word2vec有哪些问题？,新生词无法友好处理,question2answer
你觉得word2vec有哪些问题？,无正则化处理,question2answer
AutoML问题构成?,AutoML,question2feature
特征工程选择思路？,特征,question2feature
常见优化算法思路？,优化,question2feature
AutoML参数选择所使用的方法？,AutoML,question2feature
AutoML参数选择所使用的方法？,参数,question2feature
讲讲贝叶斯优化如何在automl上应用？,优化,question2feature
以高斯过程为例，超参搜索的f的最优解求解acquisition function有哪些？,搜索,question2feature
写出全概率公式&贝叶斯公式,贝叶斯公式,question2feature
说说你怎么理解为什么有全概率公式&贝叶斯公式,贝叶斯公式,question2feature
模型训练为什么要引入偏差和方差？请理论论证。,训练,question2feature
遇到过的机器学习中的偏差与方差问题？,机器学习,question2feature
就理论角度论证Bagging、Boosting的方差偏差问题,Bagging,question2feature
就理论角度论证Bagging、Boosting的方差偏差问题,Boosting,question2feature
遇到过的深度学习中的偏差与方差问题？,深度,question2feature
方差、偏差与模型的复杂度之间的关系？,复杂度,question2feature
什么叫判别模型？,判别,question2feature
什么时候会选择生成/判别模型？,判别,question2feature
CRF/朴素贝叶斯/EM/最大熵模型/马尔科夫随机场/混合高斯模型各自是什么模型？,CRF,question2feature
CRF/朴素贝叶斯/EM/最大熵模型/马尔科夫随机场/混合高斯模型各自是什么模型？,EM,question2feature
CRF/朴素贝叶斯/EM/最大熵模型/马尔科夫随机场/混合高斯模型各自是什么模型？,熵,question2feature
CRF/朴素贝叶斯/EM/最大熵模型/马尔科夫随机场/混合高斯模型各自是什么模型？,混合,question2feature
极大似然估计 - MLE,极大似然,question2feature
极大似然估计 - MLE,估计,question2feature
极大似然估计 - MLE,MLE,question2feature
最大后验估计 - MAP,估计,question2feature
最大后验估计 - MAP,MAP,question2feature
极大似然估计与最大后验概率的区别？,极大似然,question2feature
极大似然估计与最大后验概率的区别？,估计,question2feature
到底什么是似然什么是概率估计？,估计,question2feature
DNN与DeepFM之间的区别?,DNN,question2feature
DNN与DeepFM之间的区别?,DeepFM,question2feature
Wide&Deep与DeepFM之间的区别?,DeepFM,question2feature
你在使用deepFM的时候是如何处理欠拟合和过拟合问题的？,deepFM,question2feature
你在使用deepFM的时候是如何处理欠拟合和过拟合问题的？,欠拟合,question2feature
你在使用deepFM的时候是如何处理欠拟合和过拟合问题的？,过拟合,question2feature
DeepFM怎么优化的？,DeepFM,question2feature
DeepFM怎么优化的？,优化,question2feature
不定长文本数据如何输入deepFM？,长文本,question2feature
不定长文本数据如何输入deepFM？,deepFM,question2feature
deepfm的embedding初始化有什么值得注意的地方吗？,deepfm,question2feature
deepfm的embedding初始化有什么值得注意的地方吗？,embedding,question2feature
deepfm的embedding初始化有什么值得注意的地方吗？,初始化,question2feature
activation unit的作用,activation,question2feature
activation unit的作用,unit,question2feature
DICE怎么设计的,DICE,question2feature
DICE使用的过程中，有什么需要注意的地方,DICE,question2feature
什么叫显示隐式？什么叫元素级/向量级？什么叫做高阶/低阶特征交互？,特征,question2feature
简单介绍一下XDeepFm的思想？,XDeepFm,question2feature
和DCN比，有哪些核心的变化？,DCN,question2feature
时间复杂度多少？,复杂度,question2feature
如何进行负采样的？,负采样,question2feature
item向量在softmax的时候你们怎么选择的？,向量,question2feature
item向量在softmax的时候你们怎么选择的？,softmax,question2feature
为什么不采取类似RNN的Sequence model？,RNN,question2feature
YouTube如何避免百万量级的softmax问题的？,YouTube,question2feature
YouTube如何避免百万量级的softmax问题的？,softmax,question2feature
serving过程中，YouTube为什么不直接采用训练时的model进行预测，而是采用了一种最近邻搜索的方法？,YouTube,question2feature
serving过程中，YouTube为什么不直接采用训练时的model进行预测，而是采用了一种最近邻搜索的方法？,训练,question2feature
serving过程中，YouTube为什么不直接采用训练时的model进行预测，而是采用了一种最近邻搜索的方法？,预测,question2feature
serving过程中，YouTube为什么不直接采用训练时的model进行预测，而是采用了一种最近邻搜索的方法？,搜索,question2feature
Youtube的用户对新视频有偏好，那么在模型构建的过程中如何引入这个feature？,feature,question2feature
在处理测试集的时候，YouTube为什么不采用经典的随机留一法（random holdout），而是一定要把用户最近的一次观看行为作为测试集？,YouTube,question2feature
在处理测试集的时候，YouTube为什么不采用经典的随机留一法（random holdout），而是一定要把用户最近的一次观看行为作为测试集？,留一法,question2feature
在处理测试集的时候，YouTube为什么不采用经典的随机留一法（random holdout），而是一定要把用户最近的一次观看行为作为测试集？,random,question2feature
常见导数,导数,question2feature
复合函数的运算法则,函数,question2feature
切线方程,切线,question2feature
法线方程,法线,question2feature
拉格朗日中值定理,拉格朗日中值,question2feature
期望,期望,question2feature
均匀分布,均匀分布,question2feature
拉普拉斯分布,拉普拉斯,question2feature
泊松分布,泊松,question2feature
切比雪夫不等式,切比雪夫不等式,question2feature
0~1均匀分布的随机器如何变化成均值为0，方差为1的随机器,均匀分布,question2feature
0~1均匀分布的随机器如何变化成均值为0，方差为1的随机器,均值,question2feature
泰勒公式,泰勒公式,question2feature
常见泰勒公式,泰勒公式,question2feature
